-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2015 through 01/01/2020 
Location: Latitude  50.1215   Longitude 22.0097 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 230.89 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
PS MERRA2 1/2x1/2 Surface Pressure (kPa) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
WS10M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 10 Meters (m/s) 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
WS50M MERRA2 1/2x1/2 Wind Speed at 50 Meters (m/s) 
WS50M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 50 Meters (m/s) 
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 Clear Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE,TS,T2M,RH2M,PS,WS50M,WS10M,WS50M_RANGE,WS10M_RANGE,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN
50.12151,22.00971,2015,05,06,   10.15,   19.71,   18.89,   79.68,   98.28,    4.41,    2.97,    6.41,    4.50,-999,              2.81
50.12151,22.00971,2015,05,07,    9.81,   15.07,   14.64,   70.60,   98.74,    6.84,    4.71,    3.21,    3.18,-999,              5.55
50.12151,22.00971,2015,05,08,   11.84,   13.67,   13.07,   63.16,   99.16,    4.61,    3.10,    5.71,    2.92,-999,              5.46
50.12151,22.00971,2015,05,09,   13.06,   14.64,   14.04,   63.84,   99.07,    3.29,    2.22,    3.48,    1.20,-999,              5.34
50.12151,22.00971,2015,05,10,    6.91,   12.38,   12.50,   80.10,   99.18,    5.18,    3.47,    6.00,    3.63,-999,              2.53
50.12151,22.00971,2015,05,11,    8.51,   11.75,   11.13,   72.90,   99.90,    4.83,    3.74,    6.37,    4.92,-999,              3.46
50.12151,22.00971,2015,05,12,   16.13,   14.87,   14.33,   62.59,   99.56,    4.68,    3.16,    7.24,    4.37,              6.90,              6.78
50.12151,22.00971,2015,05,13,    9.08,   14.42,   14.32,   60.66,   98.80,    6.25,    4.59,    6.64,    5.14,-999,              4.39
50.12151,22.00971,2015,05,14,    9.06,   10.89,   11.18,   71.52,   98.12,    5.32,    3.53,    7.49,    5.63,-999,              3.77
50.12151,22.00971,2015,05,15,   12.13,   12.00,   11.19,   65.94,   98.61,    5.79,    3.95,    3.62,    3.78,-999,              3.67
50.12151,22.00971,2015,05,16,   12.61,   14.17,   13.64,   60.47,   99.06,    4.70,    3.15,    5.56,    4.39,-999,              5.84
50.12151,22.00971,2015,05,17,   10.99,   12.54,   12.28,   62.26,   99.11,    8.04,    5.49,    5.50,    6.35,-999,              3.47
50.12151,22.00971,2015,05,18,   14.77,   13.35,   12.89,   54.81,   98.89,    5.29,    3.64,    5.40,    4.39,-999,              6.49
50.12151,22.00971,2015,05,19,   16.43,   18.13,   17.60,   59.67,   98.28,    5.56,    3.68,    2.59,    2.63,              7.06,              6.81
50.12151,22.00971,2015,05,20,   12.29,   18.91,   18.54,   74.58,   98.32,    5.60,    3.58,    4.51,    4.00,-999,              4.44
50.12151,22.00971,2015,05,21,    5.00,   14.64,   14.35,   90.08,   98.90,    4.53,    3.50,    5.21,    3.85,-999,              2.26
50.12151,22.00971,2015,05,22,    2.66,   11.04,   10.96,   89.11,   99.32,    7.30,    5.41,    4.46,    4.20,-999,              1.59
50.12151,22.00971,2015,05,23,    9.51,   14.08,   13.66,   84.83,   98.84,    5.51,    4.13,    2.73,    1.96,-999,              1.62
50.12151,22.00971,2015,05,24,    4.40,   12.73,   12.50,   87.88,   98.87,    5.20,    3.76,    2.94,    3.05,-999,              1.51
50.12151,22.00971,2015,05,25,    8.93,   15.03,   14.70,   88.77,   98.44,    5.26,    3.52,    2.69,    3.20,-999,              2.86
50.12151,22.00971,2015,05,26,    6.33,   16.58,   16.22,   87.97,   97.86,    3.70,    2.51,    8.45,    6.05,-999,              4.07
50.12151,22.00971,2015,05,27,    5.21,    8.73,    8.80,   89.33,   98.35,   10.09,    7.52,    5.41,    5.29,-999,              1.16
50.12151,22.00971,2015,05,28,    9.50,   11.55,   10.87,   71.01,   98.80,    5.77,    4.19,    2.50,    3.37,-999,              4.42
50.12151,22.00971,2015,05,29,   15.64,   14.29,   13.55,   63.82,   98.69,    3.89,    2.46,    6.58,    2.72,              7.41,              7.21
50.12151,22.00971,2015,05,30,   13.85,   17.65,   17.23,   69.49,   98.58,    5.74,    3.68,    3.58,    2.19,              7.28,              6.11
50.12151,22.00971,2015,05,31,    9.60,   16.41,   15.68,   65.68,   99.10,    3.88,    2.75,    5.11,    3.05,-999,              5.51
50.12151,22.00971,2015,06,01,   14.00,   19.47,   19.04,   65.16,   99.05,    3.99,    2.62,    2.36,    1.42,              7.26,              7.04
50.12151,22.00971,2015,06,02,   12.30,   20.97,   20.73,   67.22,   99.09,    4.52,    2.85,    4.16,    1.07,-999,              5.85
50.12151,22.00971,2015,06,03,   13.42,   22.67,   22.45,   66.09,   99.20,    5.56,    3.59,    2.90,    2.43,              7.21,              6.94
50.12151,22.00971,2015,06,04,   10.88,   18.25,   17.69,   62.43,   99.75,    6.62,    4.72,    4.21,    3.99,-999,              6.19
50.12151,22.00971,2015,06,05,   14.08,   16.99,   16.39,   53.73,   99.93,    5.68,    3.66,    2.63,    2.16,              7.60,              7.60
50.12151,22.00971,2015,06,06,   17.20,   19.42,   19.05,   57.41,   99.73,    5.83,    3.75,    3.27,    2.83,              7.54,              7.50
50.12151,22.00971,2015,06,07,   16.16,   23.39,   23.11,   58.00,   99.60,    3.18,    2.06,    4.97,    2.23,              7.35,              7.35
50.12151,22.00971,2015,06,08,   10.92,   20.19,   19.35,   65.70,   99.44,    6.77,    5.07,    2.96,    2.01,              7.32,              6.75
50.12151,22.00971,2015,06,09,   12.84,   19.35,   18.57,   61.16,   99.28,    7.26,    5.27,    3.08,    3.51,              7.36,              7.21
50.12151,22.00971,2015,06,10,   13.51,   19.45,   18.55,   61.42,   99.48,    5.32,    3.76,    2.87,    1.18,              7.36,              7.14
50.12151,22.00971,2015,06,11,   10.17,   19.93,   18.96,   58.63,   99.34,    3.91,    2.67,    2.92,    1.28,-999,              5.96
50.12151,22.00971,2015,06,12,   15.73,   21.94,   21.22,   57.56,   99.00,    4.64,    2.97,    4.46,    1.40,              7.50,              7.45
50.12151,22.00971,2015,06,13,   13.86,   24.55,   24.24,   59.39,   98.42,    6.63,    4.18,    3.32,    2.92,-999,              6.75
50.12151,22.00971,2015,06,14,    9.98,   23.49,   23.10,   63.54,   98.22,    5.78,    4.15,    5.95,    5.01,              7.34,              6.39
50.12151,22.00971,2015,06,15,    8.87,   20.19,   19.81,   81.04,   98.28,    3.92,    2.72,    6.74,    4.72,-999,              3.49
50.12151,22.00971,2015,06,16,    8.91,   15.42,   14.83,   62.73,   98.90,    6.34,    4.55,    2.36,    3.02,              7.62,              7.19
50.12151,22.00971,2015,06,17,   12.20,   16.42,   15.51,   55.16,   99.03,    5.60,    3.78,    2.70,    2.66,-999,              5.42
50.12151,22.00971,2015,06,18,    9.74,   17.50,   16.67,   55.88,   98.66,    2.11,    1.41,    3.88,    1.95,-999,              4.36
50.12151,22.00971,2015,06,19,    7.41,   15.43,   15.24,   69.18,   98.35,    3.99,    2.82,    4.88,    4.13,-999,              2.10
50.12151,22.00971,2015,06,20,    8.61,   14.32,   13.31,   65.66,   98.61,    3.71,    2.40,    3.71,    1.73,-999,              3.17
50.12151,22.00971,2015,06,21,    9.49,   14.93,   14.07,   69.11,   98.70,    4.96,    3.30,    2.48,    2.24,-999,              5.17
50.12151,22.00971,2015,06,22,   13.66,   17.39,   16.29,   61.44,   98.67,    4.64,    3.03,    4.96,    2.49,-999,              6.25
50.12151,22.00971,2015,06,23,    7.35,   15.06,   15.20,   75.28,   98.33,    7.29,    4.95,    4.73,    5.21,-999,              2.31
50.12151,22.00971,2015,06,24,   10.53,   15.48,   14.85,   63.53,   99.08,    3.83,    2.46,    2.96,    1.47,-999,              4.72
50.12151,22.00971,2015,06,25,    8.95,   16.78,   15.86,   65.52,   99.37,    4.21,    2.99,    2.21,    2.45,-999,              2.77
50.12151,22.00971,2015,06,26,   11.40,   18.81,   17.98,   58.08,   99.07,    5.23,    3.49,    1.93,    2.17,-999,              5.56
50.12151,22.00971,2015,06,27,   11.47,   18.45,   17.86,   65.48,   98.73,    4.27,    2.97,    2.18,    2.36,-999,              4.54
50.12151,22.00971,2015,06,28,   12.03,   19.95,   19.04,   58.58,   98.87,    4.74,    3.10,    3.44,    1.63,-999,              5.61
50.12151,22.00971,2015,06,29,    7.57,   18.45,   17.78,   77.10,   99.18,    4.53,    3.11,    2.39,    1.59,-999,              2.86
50.12151,22.00971,2015,06,30,    8.30,   17.92,   17.77,   74.47,   99.32,    3.31,    2.36,    3.28,    2.28,-999,              4.17
50.12151,22.00971,2015,07,01,   11.98,   19.82,   19.30,   62.38,   99.50,    3.65,    2.53,    3.49,    2.30,-999,              5.35
50.12151,22.00971,2015,07,02,   13.74,   20.99,   20.19,   55.01,   99.81,    4.04,    2.86,    2.84,    1.69,              7.45,              6.92
50.12151,22.00971,2015,07,03,   14.32,   22.05,   21.33,   51.80,  100.09,    3.87,    2.72,    2.92,    1.67,              7.49,              7.29
50.12151,22.00971,2015,07,04,   15.44,   24.23,   23.42,   49.97,   99.68,    3.40,    2.23,    4.35,    1.34,              7.39,              7.35
50.12151,22.00971,2015,07,05,   14.55,   26.06,   25.18,   48.34,   99.13,    2.36,    1.55,    5.03,    2.28,              7.37,              7.26
50.12151,22.00971,2015,07,06,   15.47,   27.67,   26.96,   48.80,   98.87,    5.70,    3.73,    5.90,    2.99,              7.21,              7.08
50.12151,22.00971,2015,07,07,   12.45,   26.42,   25.18,   48.27,   98.85,    3.30,    2.07,    7.22,    3.23,              7.38,              7.22
50.12151,22.00971,2015,07,08,   14.31,   26.29,   25.70,   56.40,   98.05,    7.50,    5.48,    4.91,    3.82,              7.08,              5.89
50.12151,22.00971,2015,07,09,   10.81,   19.64,   18.97,   64.03,   98.45,    6.36,    4.74,    5.11,    4.34,-999,              5.67
50.12151,22.00971,2015,07,10,    8.94,   15.50,   14.69,   51.94,   98.97,    8.86,    6.37,    4.56,    5.88,-999,              3.00
50.12151,22.00971,2015,07,11,   11.89,   16.51,   15.92,   49.79,   98.88,    6.95,    5.13,    7.32,    6.32,-999,              4.86
50.12151,22.00971,2015,07,12,   13.75,   19.89,   19.45,   45.88,   98.72,    3.62,    2.71,    3.89,    3.48,-999,              5.46
50.12151,22.00971,2015,07,13,    6.15,   17.21,   16.97,   77.18,   98.53,    5.64,    3.85,    5.87,    5.34,-999,              2.41
50.12151,22.00971,2015,07,14,    8.29,   17.90,   17.51,   75.59,   98.60,    5.96,    4.18,    5.18,    4.85,-999,              4.13
50.12151,22.00971,2015,07,15,    8.26,   17.80,   17.64,   74.81,   98.85,    4.94,    3.47,    3.96,    3.91,-999,              4.29
50.12151,22.00971,2015,07,16,   13.37,   20.78,   20.54,   55.90,   99.18,    4.60,    3.29,    5.39,    4.58,-999,              6.14
50.12151,22.00971,2015,07,17,   12.59,   23.51,   23.46,   54.19,   98.97,    5.82,    3.99,    7.54,    6.40,              7.05,              6.63
50.12151,22.00971,2015,07,18,   16.69,   25.84,   25.53,   49.50,   98.88,    4.39,    2.74,    7.11,    3.62,              6.93,              6.73
50.12151,22.00971,2015,07,19,   14.19,   25.89,   25.24,   57.69,   98.52,    5.35,    3.27,    7.58,    3.92,              6.83,              6.04
50.12151,22.00971,2015,07,20,    9.47,   21.75,   21.47,   62.95,   98.47,    7.36,    5.11,    5.87,    5.63,-999,              4.74
50.12151,22.00971,2015,07,21,   15.65,   23.66,   22.84,   52.96,   98.80,    2.76,    1.88,    3.78,    2.85,              6.95,              6.42
50.12151,22.00971,2015,07,22,   12.34,   26.71,   25.83,   55.60,   98.77,    4.26,    2.79,    5.98,    3.13,              6.81,              6.71
50.12151,22.00971,2015,07,23,   14.64,   27.90,   27.34,   53.18,   98.49,    7.01,    4.85,    4.07,    3.33,-999,              5.38
50.12151,22.00971,2015,07,24,    9.32,   24.62,   23.34,   61.06,   98.78,    4.96,    3.43,    2.72,    1.87,              6.67,              5.54
50.12151,22.00971,2015,07,25,   13.00,   25.89,   25.39,   62.76,   98.18,    6.18,    4.09,    1.38,    3.12,              6.65,              6.53
50.12151,22.00971,2015,07,26,    8.74,   19.27,   18.95,   70.82,   98.44,    5.20,    3.66,    5.70,    5.13,-999,              2.02
50.12151,22.00971,2015,07,27,   13.07,   19.41,   18.67,   59.80,   98.10,    4.57,    3.03,    3.74,    2.32,-999,              4.23
50.12151,22.00971,2015,07,28,   11.13,   21.11,   20.36,   56.64,   98.03,    7.11,    4.79,    3.64,    4.29,-999,              5.26
50.12151,22.00971,2015,07,29,    7.11,   18.78,   18.28,   69.88,   98.26,    4.55,    3.04,    3.62,    2.34,-999,              2.75
50.12151,22.00971,2015,07,30,   10.19,   18.50,   18.03,   51.43,   98.51,    6.03,    4.19,    3.42,    3.36,              6.79,              6.06
50.12151,22.00971,2015,07,31,   11.88,   18.08,   17.51,   44.85,   98.94,    4.27,    2.99,    3.61,    2.89,-999,              2.89
50.12151,22.00971,2015,08,01,   16.29,   20.00,   18.36,   49.56,   99.28,    3.72,    2.21,    7.12,    3.06,              6.81,              6.69
50.12151,22.00971,2015,08,02,   16.13,   22.25,   21.66,   52.76,   99.27,    3.22,    2.00,    5.68,    2.45,              6.50,              5.77
50.12151,22.00971,2015,08,03,   10.29,   24.15,   23.35,   58.12,   99.23,    3.11,    2.02,    5.75,    2.90,-999,              4.93
50.12151,22.00971,2015,08,04,   14.20,   25.34,   24.62,   48.64,   98.98,    6.12,    4.06,    3.63,    3.61,              6.41,              6.26
50.12151,22.00971,2015,08,05,   14.76,   26.68,   25.98,   47.09,   98.94,    1.66,    1.05,    5.07,    2.44,              6.36,              6.13
50.12151,22.00971,2015,08,06,   12.17,   27.04,   25.79,   53.32,   99.10,    2.47,    1.64,    4.05,    1.90,              6.30,              6.14
50.12151,22.00971,2015,08,07,   14.85,   27.59,   26.72,   47.62,   99.25,    4.82,    3.15,    4.98,    2.71,              6.26,              6.26
50.12151,22.00971,2015,08,08,   15.46,   28.56,   27.55,   39.38,   99.25,    5.42,    3.41,    4.53,    1.16,              6.36,              6.36
50.12151,22.00971,2015,08,09,   15.89,   29.88,   29.01,   39.73,   99.01,    2.18,    1.41,    5.69,    2.63,              6.28,              6.25
50.12151,22.00971,2015,08,10,   12.95,   29.06,   28.31,   45.22,   98.84,    3.22,    2.27,    3.85,    2.76,              6.14,              5.99
50.12151,22.00971,2015,08,11,   14.07,   28.03,   27.46,   41.10,   98.84,    2.89,    2.03,    2.26,    1.20,              6.12,              5.94
50.12151,22.00971,2015,08,12,   12.79,   29.13,   28.27,   38.55,   98.94,    1.67,    1.14,    3.14,    1.69,              6.11,              5.78
50.12151,22.00971,2015,08,13,   12.48,   26.98,   26.28,   50.11,   98.95,    5.12,    3.63,    4.88,    4.54,              5.97,              5.27
50.12151,22.00971,2015,08,14,   11.03,   26.12,   24.89,   50.90,   98.81,    6.30,    4.45,    3.33,    3.42,              6.09,              6.03
50.12151,22.00971,2015,08,15,   14.58,   27.33,   25.88,   49.27,   98.32,    4.42,    2.80,    5.08,    1.56,              5.96,              5.57
50.12151,22.00971,2015,08,16,   12.89,   26.83,   25.73,   44.09,   98.29,    5.92,    4.13,    4.99,    2.91,              5.92,              5.54
50.12151,22.00971,2015,08,17,   11.51,   23.78,   23.26,   45.71,   98.31,    8.71,    6.54,    3.57,    3.29,-999,              3.55
50.12151,22.00971,2015,08,18,   12.27,   21.10,   20.27,   44.60,   98.69,    8.95,    6.71,    3.13,    4.17,              6.03,              5.87
50.12151,22.00971,2015,08,19,   11.98,   18.60,   17.66,   37.58,   99.20,    8.75,    6.40,    3.14,    4.25,              6.08,              6.08
50.12151,22.00971,2015,08,20,   13.95,   18.44,   17.56,   42.12,   99.66,    8.19,    5.72,    3.27,    4.98,-999,              5.32
50.12151,22.00971,2015,08,21,   13.95,   18.42,   17.37,   46.76,   99.78,    6.12,    4.30,    4.03,    3.75,-999,              4.39
50.12151,22.00971,2015,08,22,   10.55,   19.00,   18.16,   51.00,   99.41,    5.43,    3.62,    1.59,    2.59,-999,              3.99
50.12151,22.00971,2015,08,23,   13.43,   20.06,   19.26,   48.79,   99.02,    4.93,    3.21,    4.83,    2.44,              5.65,              4.22
50.12151,22.00971,2015,08,24,   14.33,   22.22,   21.56,   46.49,   98.95,    5.35,    3.45,    3.74,    3.10,-999,              5.09
50.12151,22.00971,2015,08,25,   12.97,   21.75,   21.29,   57.56,   98.97,    5.99,    4.22,    3.59,    3.53,              5.44,              4.59
50.12151,22.00971,2015,08,26,   12.00,   20.74,   19.35,   57.54,   99.34,    2.67,    1.69,    5.76,    2.31,-999,              4.35
50.12151,22.00971,2015,08,27,   18.07,   23.26,   22.18,   55.04,   99.07,    5.26,    3.26,    4.19,    1.91,              5.42,              5.29
50.12151,22.00971,2015,08,28,   16.43,   26.06,   25.47,   47.56,   98.96,    6.42,    4.20,    2.74,    3.72,-999,              4.92
50.12151,22.00971,2015,08,29,   10.23,   23.20,   22.10,   63.32,   99.64,    4.07,    2.79,    2.99,    3.25,-999,              2.97
50.12151,22.00971,2015,08,30,   18.05,   26.37,   25.05,   48.58,   99.46,    3.44,    2.01,    6.21,    3.38,              5.17,              5.13
50.12151,22.00971,2015,08,31,   15.22,   28.70,   27.92,   41.67,   98.87,    4.74,    2.85,    5.11,    2.24,              5.11,              5.00
50.12151,22.00971,2015,09,01,   15.02,   27.76,   27.50,   35.72,   98.27,    8.40,    5.38,    5.16,    5.15,              5.33,              5.33
50.12151,22.00971,2015,09,02,   10.81,   23.30,   22.31,   52.32,   98.43,    7.00,    5.13,    3.87,    4.07,              5.22,              3.52
50.12151,22.00971,2015,09,03,    7.27,   19.26,   18.01,   63.60,   98.81,    3.74,    2.76,    5.40,    4.33,-999,              3.45
50.12151,22.00971,2015,09,04,    9.57,   17.68,   17.19,   71.63,   98.52,    6.51,    4.87,   10.14,    8.67,-999,              1.74
50.12151,22.00971,2015,09,05,    9.61,   16.22,   15.68,   68.50,   98.52,    3.07,    1.97,    4.09,    3.15,-999,              1.82
50.12151,22.00971,2015,09,06,    6.07,   14.35,   14.01,   65.80,   98.35,    8.11,    5.87,    8.39,    7.12,-999,              2.42
50.12151,22.00971,2015,09,07,    6.99,   13.61,   13.25,   64.05,   98.71,   10.90,    8.05,    5.04,    5.56,-999,              2.32
50.12151,22.00971,2015,09,08,    6.47,   12.04,   11.87,   65.85,   99.11,    7.48,    5.27,    2.78,    3.71,-999,              2.35
50.12151,22.00971,2015,09,09,   11.01,   14.24,   12.99,   64.85,   99.47,    3.47,    2.05,    4.96,    2.01,-999,              3.27
50.12151,22.00971,2015,09,10,   12.87,   14.67,   14.32,   59.31,   99.67,    7.85,    5.41,    5.17,    5.41,-999,              4.35
50.12151,22.00971,2015,09,11,   10.97,   16.04,   15.49,   55.99,   99.69,    8.84,    6.59,    3.87,    4.27,-999,              2.59
50.12151,22.00971,2015,09,12,    9.36,   15.04,   14.51,   72.48,   99.52,    5.02,    3.49,    3.53,    2.15,-999,              1.31
50.12151,22.00971,2015,09,13,   14.04,   16.75,   15.89,   63.94,   99.39,    4.99,    3.50,    5.56,    3.65,-999,              2.99
50.12151,22.00971,2015,09,14,   16.26,   18.70,   18.10,   56.49,   98.82,    7.18,    4.97,    2.22,    2.85,              4.50,              4.30
50.12151,22.00971,2015,09,15,   10.54,   20.13,   19.96,   66.14,   98.66,    6.00,    3.63,    6.11,    2.76,-999,              3.57
50.12151,22.00971,2015,09,16,   10.96,   22.90,   22.77,   55.02,   98.29,    9.27,    6.24,    4.79,    5.58,-999,              3.82
50.12151,22.00971,2015,09,17,   13.29,   24.80,   24.62,   52.65,   98.00,    9.21,    6.03,    3.10,    4.14,              4.22,              4.07
50.12151,22.00971,2015,09,18,    9.91,   23.20,   21.86,   53.55,   98.85,    5.21,    3.44,   10.75,    7.26,              4.17,              4.13
50.12151,22.00971,2015,09,19,    7.39,   18.39,   17.75,   75.97,   99.18,    4.06,    2.91,    2.49,    2.11,-999,              1.31
50.12151,22.00971,2015,09,20,    5.84,   15.33,   15.13,   86.84,   98.75,    5.53,    3.96,    2.92,    2.69,-999,              0.73
50.12151,22.00971,2015,09,21,    9.83,   12.53,   12.29,   67.97,   98.86,    4.22,    3.14,    5.98,    4.18,-999,              3.06
50.12151,22.00971,2015,09,22,   15.29,   13.25,   13.02,   62.35,   98.61,    4.87,    3.16,    3.54,    2.81,-999,              3.64
50.12151,22.00971,2015,09,23,   14.92,   18.16,   18.51,   63.79,   98.35,    3.79,    2.63,    3.23,    3.01,              3.89,              3.70
50.12151,22.00971,2015,09,24,    7.32,   17.22,   17.47,   85.38,   98.70,    4.41,    3.13,    7.07,    4.61,-999,              2.54
50.12151,22.00971,2015,09,25,    4.72,   16.67,   16.68,   93.68,   98.61,    5.20,    3.58,    2.67,    1.25,-999,              0.99
50.12151,22.00971,2015,09,26,    2.70,   12.42,   12.46,   93.88,   98.87,    7.18,    5.44,    2.70,    2.27,-999,              0.58
50.12151,22.00971,2015,09,27,    8.56,   11.39,   11.21,   79.30,   99.66,    7.43,    5.15,    1.98,    3.65,-999,              2.28
50.12151,22.00971,2015,09,28,    9.86,   10.68,   10.43,   73.49,  100.24,    6.29,    4.01,    2.75,    2.54,-999,              3.28
50.12151,22.00971,2015,09,29,    9.24,   11.02,   10.63,   71.98,  100.46,    6.96,    4.74,    3.31,    3.51,-999,              2.35
50.12151,22.00971,2015,09,30,    9.41,    8.99,    8.68,   72.33,  100.61,    6.08,    3.96,    2.17,    3.34,-999,              2.33
50.12151,22.00971,2015,10,01,   12.92,    8.50,    8.92,   67.71,  100.50,    2.49,    1.78,    2.69,    1.04,              3.74,              3.62
50.12151,22.00971,2015,10,02,   15.57,    9.83,   10.39,   61.23,  100.05,    3.30,    2.14,    5.16,    1.86,-999,              3.63
50.12151,22.00971,2015,10,03,   15.21,   12.16,   12.07,   66.09,   99.51,    5.04,    2.80,    7.20,    2.98,              3.60,              3.45
50.12151,22.00971,2015,10,04,   13.24,   15.56,   15.68,   67.94,   99.05,    7.41,    4.37,    2.73,    3.23,              3.41,              3.36
50.12151,22.00971,2015,10,05,    8.52,   14.73,   14.88,   76.26,   98.78,    2.79,    1.76,    4.12,    1.53,-999,              2.69
50.12151,22.00971,2015,10,06,   11.37,   14.06,   13.73,   76.49,   98.66,    3.87,    2.54,    6.07,    3.37,-999,              2.89
50.12151,22.00971,2015,10,07,    8.64,    8.42,    8.06,   54.01,   99.12,    8.70,    6.56,    2.85,    3.71,              3.46,              3.37
50.12151,22.00971,2015,10,08,   12.47,    6.54,    6.23,   51.51,   99.23,    6.99,    5.13,    2.32,    2.56,-999,              2.32
50.12151,22.00971,2015,10,09,   13.24,    4.46,    3.95,   50.15,   99.53,    6.28,    4.53,    3.81,    2.49,              3.33,              3.31
50.12151,22.00971,2015,10,10,   12.77,    3.44,    3.13,   50.26,   99.61,    7.55,    5.37,    3.15,    3.31,              3.29,              3.24
50.12151,22.00971,2015,10,11,    9.30,    3.12,    3.02,   54.67,   99.27,    9.60,    7.26,    4.39,    4.10,-999,              2.09
50.12151,22.00971,2015,10,12,    1.58,    0.98,    1.01,   89.40,   99.24,   10.61,    8.15,    3.09,    2.65,-999,              0.72
50.12151,22.00971,2015,10,13,    5.78,    3.17,    3.38,   91.83,   99.36,    5.37,    3.70,    4.11,    3.69,-999,              0.81
50.12151,22.00971,2015,10,14,    6.47,    3.99,    4.06,   84.85,   99.37,    6.82,    4.85,    4.09,    2.80,-999,              1.29
50.12151,22.00971,2015,10,15,    5.75,    5.48,    5.67,   79.98,   99.32,   10.17,    7.71,    3.41,    3.22,-999,              0.59
50.12151,22.00971,2015,10,16,   10.10,   10.02,   10.07,   85.14,   99.17,    7.15,    5.07,    4.37,    4.06,-999,              1.92
50.12151,22.00971,2015,10,17,    6.46,   10.37,   10.63,   93.78,   99.03,    5.30,    3.09,    2.33,    1.84,-999,              0.60
50.12151,22.00971,2015,10,18,    5.52,    8.54,    9.17,   85.50,   99.05,    4.32,    2.97,    5.69,    3.86,-999,              1.55
50.12151,22.00971,2015,10,19,    8.69,    6.99,    7.45,   79.70,   99.10,    3.58,    2.33,    6.71,    3.54,-999,              2.22
50.12151,22.00971,2015,10,20,    3.00,    5.29,    5.30,   94.48,   98.65,    6.88,    5.26,    2.51,    2.62,-999,              0.41
50.12151,22.00971,2015,10,21,    5.14,    6.52,    6.58,   89.81,   98.66,    7.76,    5.66,    2.25,    3.09,-999,              0.31
50.12151,22.00971,2015,10,22,    6.49,    6.07,    6.09,   90.61,   98.74,    5.34,    3.72,    3.15,    3.09,-999,              0.56
50.12151,22.00971,2015,10,23,    9.48,    7.02,    7.30,   86.52,   98.97,    8.50,    5.78,    4.30,    5.15,-999,              0.81
50.12151,22.00971,2015,10,24,    9.64,    7.20,    7.87,   81.97,   99.48,    4.92,    3.41,    7.40,    4.84,-999,              1.24
50.12151,22.00971,2015,10,25,   10.94,    7.22,    7.18,   84.79,   99.32,    6.23,    4.30,    4.16,    3.00,-999,              2.00
50.12151,22.00971,2015,10,26,    8.26,    6.34,    6.86,   82.41,   99.73,    5.34,    3.73,    6.61,    5.02,-999,              1.97
50.12151,22.00971,2015,10,27,   10.53,    2.91,    3.82,   76.13,   99.87,    2.99,    1.87,    6.19,    3.08,              2.25,              1.94
50.12151,22.00971,2015,10,28,   13.82,    4.20,    4.70,   65.75,   99.50,    6.23,    3.79,    4.98,    2.35,              2.19,              2.17
50.12151,22.00971,2015,10,29,   12.80,    5.58,    5.90,   78.37,   99.37,    5.90,    3.75,    3.65,    2.42,-999,              1.60
50.12151,22.00971,2015,10,30,   12.36,    6.13,    6.51,   81.12,  100.14,    3.31,    1.81,    6.96,    3.32,              2.02,              1.90
50.12151,22.00971,2015,10,31,   11.61,    4.51,    4.72,   79.93,  100.99,    6.21,    3.96,    2.88,    1.60,              2.10,              2.09
50.12151,22.00971,2015,11,01,   14.10,    4.61,    5.18,   71.67,  100.92,    6.27,    3.65,    4.83,    2.40,              2.16,              2.15
50.12151,22.00971,2015,11,02,   12.65,    4.04,    4.76,   67.52,  100.33,    7.34,    4.30,    2.15,    3.02,-999,              1.55
50.12151,22.00971,2015,11,03,   14.25,    3.60,    4.29,   69.56,   99.86,    5.36,    3.09,    5.67,    2.94,              2.04,              2.02
50.12151,22.00971,2015,11,04,   12.67,    3.40,    4.42,   74.85,   99.36,    4.62,    3.03,    4.79,    2.55,              2.00,              1.91
50.12151,22.00971,2015,11,05,    8.30,    0.71,    1.02,   91.95,   99.47,    2.91,    1.85,    4.34,    1.70,-999,              0.58
50.12151,22.00971,2015,11,06,    7.69,    0.52,    0.59,   86.41,   99.71,    1.68,    1.21,    3.75,    2.24,-999,              0.35
